time,open,high,low,close,tick_volume
2025.10.16 08:00,4230.551,4235.933,4228.414,4232.869,11181
2025.10.16 07:00,4222.776,4233.992,4222.094,4230.521,14663
2025.10.16 06:00,4204.915,4227.219,4203.588,4222.844,21767
2025.10.16 05:00,4233.467,4234.775,4203.546,4204.951,35582
2025.10.16 04:00,4233.804,4239.452,4227.919,4233.559,11972
2025.10.16 03:00,4239.405,4242.119,4228.947,4233.816,14373
2025.10.16 02:00,4230.221,4239.552,4225.872,4239.461,12292
2025.10.16 01:00,4210.679,4232.972,4210.679,4230.194,22557
2025.10.16 00:00,4209.563,4227.274,4204.95,4210.631,17444
2025.10.15 23:00,4213.32,4215.9,4206.188,4209.458,9880
2025.10.15 22:00,4211.948,4215.694,4199.584,4213.234,9612
2025.10.15 20:00,4210.328,4212.914,4206.076,4208.285,7314
2025.10.15 19:00,4200.542,4213.525,4200.377,4210.372,12568
2025.10.15 18:00,4197.967,4204.674,4195.132,4200.571,17040
2025.10.15 17:00,4199.048,4199.736,4182.527,4197.937,27616
2025.10.15 16:00,4190.285,4199.978,4186.258,4199.098,22775
2025.10.15 15:00,4199.867,4203.031,4179.651,4190.235,37091
2025.10.15 14:00,4192.153,4212.361,4191.439,4199.899,32897
2025.10.15 13:00,4190.478,4198.684,4182.851,4192.199,36584
2025.10.15 12:00,4198.692,4202.743,4176.187,4190.529,29329
2025.10.15 11:00,4202.525,4204.284,4193.452,4198.664,13912
2025.10.15 10:00,4192.521,4206.441,4190.434,4202.555,18124
2025.10.15 09:00,4208.169,4212.105,4164.774,4192.554,33279
2025.10.15 08:00,4207.732,4218.221,4207.058,4208.095,15247
2025.10.15 07:00,4199.388,4209.799,4194.569,4207.69,12703
2025.10.15 06:00,4185.869,4200.368,4184.184,4199.422,15488
2025.10.15 05:00,4179.646,4193.743,4176.539,4185.969,17069
2025.10.15 04:00,4187.099,4187.579,4173.253,4179.758,10270
2025.10.15 03:00,4176.381,4190.855,4176.013,4187.051,13107
2025.10.15 02:00,4181.703,4184.621,4167.008,4176.306,20623
2025.10.15 01:00,4162.604,4186.768,4162.047,4181.641,29334
2025.10.15 00:00,4161.574,4169.657,4153.803,4162.576,16708
2025.10.14 23:00,4158.45,4167.144,4157.158,4161.613,9313
2025.10.14 22:00,4143.875,4163.875,4140.571,4158.48,13300
2025.10.14 20:00,4141.564,4146.02,4139.138,4143.662,7199
2025.10.14 19:00,4148.254,4150.642,4134.416,4141.606,22475
2025.10.14 18:00,4148.097,4152.503,4143.076,4148.177,15000
2025.10.14 17:00,4140.406,4152.949,4137.302,4148.035,25750
2025.10.14 16:00,4138.03,4155.284,4127.903,4140.455,29637
2025.10.14 15:00,4129.137,4142.716,4126.168,4137.989,25174
2025.10.14 14:00,4124.039,4137.647,4121.168,4129.088,37483
2025.10.14 13:00,4106.506,4129.563,4097.762,4124.097,55331
2025.10.14 12:00,4130.473,4134.503,4103.479,4106.476,35746
2025.10.14 11:00,4131.811,4137.864,4125.698,4130.511,19207
2025.10.14 10:00,4127.492,4144.272,4125.018,4131.785,24592
2025.10.14 09:00,4144.051,4144.347,4121.822,4127.456,25896
2025.10.14 08:00,4126.277,4145.217,4124.656,4143.955,27459
2025.10.14 07:00,4112.167,4127.815,4102.469,4126.245,35292
2025.10.14 06:00,4121.166,4133.87,4090.603,4112.192,70051
2025.10.14 05:00,4168.002,4179.707,4111.124,4121.125,58190
2025.10.14 04:00,4163.414,4170.064,4155.738,4168.037,17147
2025.10.14 03:00,4146.01,4166.495,4145.104,4163.373,16705
2025.10.14 02:00,4137.296,4149.756,4136.972,4146.032,20029
2025.10.14 01:00,4124.516,4149.927,4123.052,4137.258,33862
2025.10.14 00:00,4128.091,4130.196,4119.597,4124.551,18893
2025.10.13 23:00,4114.903,4132.069,4112.828,4128.045,16331
2025.10.13 22:00,4112.466,4115.83,4106.541,4114.908,7628
2025.10.13 20:00,4108.532,4112.752,4106.024,4111.336,5193
2025.10.13 19:00,4101.736,4110.909,4090.701,4108.627,14235
2025.10.13 18:00,4103.85,4107.521,4099.371,4101.73,11734
2025.10.13 17:00,4105.783,4115.36,4100.195,4103.905,18106
2025.10.13 16:00,4104.908,4117.037,4103.859,4105.753,19266
2025.10.13 15:00,4097.383,4107.412,4091.783,4104.946,18717
2025.10.13 14:00,4093.955,4103.956,4090.67,4097.407,24129
2025.10.13 13:00,4079.599,4095.605,4078.165,4093.982,28458
2025.10.13 12:00,4073.987,4085.902,4073.173,4079.562,20185
2025.10.13 11:00,4080.944,4084.617,4073.602,4073.986,14724
2025.10.13 10:00,4077.365,4085.261,4071.288,4080.903,13033
2025.10.13 09:00,4077.8,4079.864,4070.327,4077.35,12098
2025.10.13 08:00,4071.135,4079.319,4069.031,4077.813,15249
2025.10.13 07:00,4069.498,4077.47,4066.446,4071.176,16835
2025.10.13 06:00,4063.702,4073.577,4059.739,4069.542,21733
2025.10.13 05:00,4056.291,4078.206,4054.814,4063.659,23061
2025.10.13 04:00,4051.922,4059.453,4050.974,4056.313,9012
2025.10.13 03:00,4048.0,4056.467,4046.245,4051.928,13006
2025.10.13 02:00,4053.111,4055.915,4041.588,4048.049,18154
2025.10.13 01:00,4043.834,4054.96,4035.787,4053.025,31354
2025.10.13 00:00,4035.195,4059.926,4024.338,4043.878,37061
2025.10.12 23:00,4042.285,4060.193,4032.155,4035.147,26679
